Discount_Perc,Relocate,Dispose
0.36782404389124723,0,0
0.7330022446709544,0,1
0.4921937952796376,0,1
0.8874768371593791,0,0
0.5946387815353408,0,0
0.40411183475070755,0,0
0.7443158715436514,0,0
0.48944601579759367,0,0
0.6829285746277985,0,0
0.5540377285043527,0,0
0.866996176596541,0,1
0.9021212156247826,0,1
0.7218004272050443,0,0
0.7659170040896767,0,0
0.5513678012239687,0,1
0.3037260274572711,0,1
0.9045513195059657,0,0
0.39460555980919493,0,1
0.11715145155718534,0,0
0.3797689551224285,0,0
0.33110226648818264,0,0
0.2777351074067479,0,0
0.5893621214869939,0,0
0.47098819452236657,0,0
0.5393659356129568,0,0
0.9867053155090854,0,0
0.3764206922626004,0,0
0.7451739037799794,0,0
0.29265135651763013,0,1
0.7243806945897384,0,0
1.154818893048976,0,0
0.3153009955946269,0,0
0.8600825036156031,0,0
0.5900241635289764,0,1
0.5476661446016106,0,1
0.18228430046003896,0,1
1.1145697693930583,0,1
0.238273309136926,0,0
0.6628251259617417,0,0
0.2010719659343862,0,0
0.7383920478208766,0,1
0.3901575415917175,0,0
0.20301157436641393,0,0
0.5368115479968313,0,0
0.30301923685191634,0,0
0.30033986061028733,0,0
0.19874169350629362,0,0
0.44402861327423293,0,0
0.522445457387485,0,0
0.5885319970800605,0,0
0.6175321515262492,0,0
0.5248806909206205,0,0
0.6764029518729169,0,0
0.9479376698940414,0,1
0.614520223775726,0,0
0.12420062065116831,0,0
0.23380634994465088,0,1
0.20560304345661196,0,0
0.9119508547981936,0,0
0.6383251397206449,0,0
0.835453053649846,0,1
0.37375006543946876,0,1
0.19608803566087665,0,1
0.5717975525691678,0,1
0.43145893145888,0,1
0.667732404472524,0,1
0.32974108745686515,0,0
0.7739469076948076,0,1
0.35820893564214623,0,0
0.7394920751603865,0,0
0.5015650884187162,0,0
0.7304441755282407,0,0
0.38712755236968444,0,0
0.4727987837572945,0,0
0.8500683000644409,0,0
0.7550191521534296,0,0
0.5349816482204354,0,1
0.46135033547326876,0,1
0.643352862766325,0,0
0.16486847520747105,0,0
0.9757275101764523,0,1
0.7953234807524026,0,0
0.1503392030141442,0,0
0.8796473592427715,0,0
0.7192502426949554,0,0
1.5826717236926315,0,0
0.4620748812625036,0,0
0.2216944973578937,0,0
0.8729071024717929,0,1
0.2938312364655764,0,0
0.3958999896058235,0,0
0.8589968229670947,0,1
0.43517976784437357,0,0
0.6364146732415972,0,0
0.41282278355980767,0,0
0.28650496217271665,0,1
0.8634912761094717,0,0
1.005806965938589,0,1
0.15478854245499624,0,0
0.7684278632182818,0,0
0.5897272683859437,0,1
0.7054884002565257,0,1
0.9875258937002244,0,0
0.2933761506730646,0,1
0.4010287399757009,0,0
0.5702122180326091,0,1
0.5079446741891924,0,1
0.8856577461369888,0,1
0.7159467142225874,0,0
0.6145370362492879,0,0
0.7382288097109972,0,0
0.7671499793386174,0,0
0.3628989351224377,0,0
0.938995221031799,0,0
0.16437500026472457,0,0
0.655289848268669,0,1
0.7218282794526317,0,0
0.7899836294880429,0,0
0.4619753233395615,0,0
0.13132080121434783,0,0
0.2871556017655331,0,0
0.2461214537488965,0,0
0.2795657670564257,0,0
0.6794407390759019,0,0
0.5121457795722943,0,0
0.6180695117891597,0,0
1.1701796484708524,0,1
0.8087544767695561,0,0
0.25105953655060265,0,0
0.48494844298232914,0,1
0.5498660949205764,0,0
0.7421938562705581,0,0
0.24067613169365057,0,0
0.1434386911473588,0,0
0.27715318949008333,0,0
0.4805243171917292,0,0
0.5146845084680952,0,1
0.25803370861929387,0,0
0.3938489350075854,0,0
0.7876740613752546,0,0
1.1468055008179876,0,0
0.8345240117073307,0,0
0.3751706302349266,0,0
0.2938877006840714,0,0
0.18515838396449602,0,1
0.17287231549174278,0,0
0.4993734460069971,0,0
0.492534945017775,0,0
0.6855575116241674,0,0
0.4977861426406777,0,1
0.7527160273702854,0,0
0.9463047981234127,0,0
0.6318521037464239,0,0
0.4766476603107907,0,1
0.592848856561047,0,0
0.525959321843754,0,1
0.5016104206277877,0,0
0.371009401039126,0,1
0.33711302706899005,0,0
0.24593010674799476,0,0
0.18468084753519917,0,0
0.6192369573709502,0,0
0.5538933640032557,0,0
0.6965415304094026,0,1
1.175840906327614,0,0
0.783148803425773,0,0
0.363807076124511,0,0
0.4927614239255443,0,1
0.6002074777992501,0,0
0.7133493324994348,0,1
0.6031784137278521,0,0
0.30685263937114954,0,0
0.7511268062201935,0,0
0.9103079665398032,0,0
0.7856138417802697,0,0
0.3657314582759048,0,0
0.6243051715723333,0,0
0.7728037035932981,0,0
0.40438912921380976,0,0
0.766324585726756,0,0
0.8957893600843454,0,0
0.4943542634231196,0,1
1.1300456025363574,0,0
0.6378688823066034,0,0
0.7445217738246008,0,0
0.9805488077896378,0,0
0.4438150776371452,0,0
1.257468052021096,0,0
0.6028561785502408,0,0
0.4499527455543108,0,1
0.6928237575946105,0,0
1.0638369286279155,0,0
0.7048405978366306,0,1
1.2091658142783763,0,0
0.09531965678499218,0,0
1.0918688890090111,0,0
0.48057597553495973,0,1
0.48135551454783915,0,0
0.6255829568721216,0,0
0.7015037955947976,0,1
0.3962233544112452,0,0
0.7725341274105818,0,0
0.9183030927859842,0,0
0.5961310837736886,0,0
0.3804467875189767,0,0
0.33990863220413,0,0
0.30724627095683027,0,0
0.584183084837372,0,0
0.4189503550008062,0,1
0.49655326881165107,0,0
0.3614886548478581,0,0
0.6316036582917389,0,0
0.46501978834531804,0,0
0.6848803599776028,0,1
0.6722781879274674,0,0
0.47746904642212223,0,1
0.14007990725129982,0,0
0.553691594882226,0,1
0.3584272994482648,0,0
0.7702273931621645,0,0
0.7001585358913249,0,0
0.7766994488787173,0,0
0.22044969122399183,0,0
0.8521844766214663,0,0
0.8250441563668228,0,1
0.3746045518967833,0,0
0.26233310843296825,0,0
0.34581745193263,0,0
0.39976651301279714,0,1
0.4571763676427932,0,0
0.4932840493472587,0,1
0.1834051633952545,0,0
1.393630185805727,0,0
0.9499620619335958,0,0
0.1732161136380556,0,1
0.8184756830717516,0,0
0.3898603471120298,0,0
0.21901448046484961,0,0
0.26061442439241467,0,1
0.5704572239367265,0,1
0.8200936406794925,0,0
0.3255032155374641,0,1
0.2582626302783985,0,0
0.7286723623085974,0,0
0.2324782359244579,0,0
0.2519296358954642,0,0
0.26283427534080045,0,1
0.6969032033341,0,0
0.1731015295705732,0,0
0.2579421321518383,0,0
0.3739452156025624,0,1
0.7348293097505838,0,0
0.46101183123394057,0,0
0.9717245516399907,0,1
0.6383515008846138,0,1
0.6465462816624301,0,0
0.8777591631721077,0,1
0.8295226410094633,0,0
0.49181901857834354,0,1
0.6907223983988549,0,0
0.3308189703556092,0,0
0.50626211661638,0,0
0.4531531570532251,0,0
0.5087357460935064,0,0
0.557829268089649,0,0
1.2519666292114275,0,0
0.9706409163569275,0,0
0.23389174211711697,0,0
0.9798863413625033,0,0
0.607054813358339,0,1
0.14658611352049591,0,0
0.6587276343542102,0,0
0.7705482621486037,0,0
0.3528764763583931,0,0
0.7328640216600132,0,1
0.24393957126160687,0,1
0.49420887075465214,0,0
0.25876559191339504,0,1
0.5652178751922193,0,0
0.8891278167737642,0,0
0.6316339175187783,0,0
0.8001474042779979,0,0
0.20142819714097449,0,0
0.43125103015826804,0,0
0.8868019545974025,0,1
0.5276966541450614,0,0
0.26087713468026247,0,0
0.224004663034007,0,0
0.2340257301781321,0,0
0.43860433843025315,0,1
0.5435232307635212,0,0
0.2595687945654751,0,0
0.5769811817621562,0,0
0.6996673246623346,0,0
0.6250650494726876,0,0
0.15693418848604074,0,0
0.7304283995386275,0,1
0.7387224298970533,0,1
0.23825238455548206,0,0
0.1577337443828438,0,0
0.5446395378993962,0,1
0.2902023553595841,0,1
0.2860054885787298,0,0
0.558940366353372,0,0
0.44859795064501395,0,0
0.7188955805977812,0,0
0.9424338140859515,0,0
0.44373215236651914,0,1
0.6554775128053962,0,0
0.7352947262720569,0,0
0.19103574095970488,0,0
0.47497490754988997,0,0
0.5952523093793607,0,1
0.806101368766866,0,0
0.3594664600592646,0,0
0.45824332471730433,0,0
0.2624961090883658,0,0
1.1032443615920482,0,0
0.5014149578026672,0,0
0.5157545113911136,0,1
0.4801717749936048,0,1
0.40303629661351953,0,0
0.5922000901058349,0,0
0.2805623847510587,0,0
0.31997993110650663,0,0
0.8177605500862013,0,0
0.8951267341725513,0,0
1.2234623471396149,0,0
0.46498982033114616,0,0
0.47843407705776114,0,0
0.5117556940979064,0,0
0.5688176457802604,0,0
0.629152157994998,0,0
0.5019981136232201,0,0
0.6477898460708303,0,0
0.2624050358805949,0,0
0.5313027870261907,0,1
0.832077772698832,0,0
0.6211096925161633,0,0
0.43194127458579445,0,0
0.4675531348616206,0,0
0.6199686341508532,0,0
0.8962186145848063,0,0
0.43563702949973565,0,1
0.2510763060018492,0,0
0.20372319286368945,0,0
0.11603930585278334,0,0
0.388339941232306,0,0
0.5148169137386891,0,1
1.064236062683604,0,0
0.642764282295026,0,0
0.48615967328147663,0,0
0.4195637221933132,0,0
0.39754069257190294,0,0
0.15937821071292965,0,0
0.2860053390518055,0,0
0.36043739493685245,0,1
0.35507501816346254,0,0
1.0439950765588017,0,1
0.7395854132263708,0,0
0.21772213298068283,0,0
1.1455191915971639,0,0
0.549000905795717,0,0
0.21346541872827504,0,0
0.6669541892853006,0,0
0.35116788320812486,0,1
0.5954395347623056,0,0
0.927150796221125,0,0
0.3591286978527475,0,0
0.6669839905144288,0,0
0.8501113209922514,0,0
1.2645791073739294,0,1
0.647125657375855,0,0
0.6032325492157666,0,1
0.21653777057747195,0,0
0.04260444592714924,0,0
0.7426102807566609,0,1
0.59525564905018,0,1
0.17417314450104787,0,0
0.5568593651551854,0,0
0.8811627211577684,0,0
0.3935548883523854,0,0
0.5326139032106058,0,1
0.18859925083284018,0,1
0.9717304468350454,0,0
0.4164185756992824,0,1
0.45204921050432917,0,0
0.8365571931165634,0,0
0.19814444118989483,0,0
0.9641874047777945,0,0
1.1047757776823222,0,1
0.3012759588681082,0,0
0.2967186113927849,0,1
0.39002130982046007,0,1
0.27333825547634794,0,0
0.24698737405366766,0,0
0.6439935496568941,0,0
0.4228722342103753,0,0
0.6726386678729073,0,0
0.2476288484259398,0,0
0.7084257095457522,0,0
0.4399781415844638,0,0
0.321264589632233,0,0
0.8588111176624128,0,0
0.2521880005876918,0,1
0.6020953668291538,0,1
0.4586303742023592,0,0
0.13441593206218605,0,1
0.9131336028238047,0,0
0.5159649618380794,0,0
0.17663712772973955,0,1
0.510736410353462,0,0
0.5594512425693732,0,0
0.6608194706991268,0,0
0.2894202706903712,0,0
0.27125288275484666,0,0
0.40934098863105456,0,0
1.0748463004426085,0,0
0.5529037302273706,0,1
0.572981513195222,0,0
0.4552728200563322,0,0
0.8747997801077182,0,0
0.593477501567789,0,1
0.7605393117883531,0,1
0.15522510181433025,0,0
0.4307332468188425,0,0
0.27026319746703037,0,1
0.5567264889127784,0,0
0.7390388720852363,0,0
0.5418124825672281,0,0
0.5809508281656783,0,0
0.8277753714455439,0,0
0.5521705856331877,0,0
0.2094523135072142,0,0
0.6265499312089016,0,0
0.6876836452020997,0,0
0.5321802147169674,0,0
1.280713757066403,0,0
0.6028548654175104,0,1
0.9120231897071507,0,0
0.5831422238672603,0,0
0.5905326729291357,0,1
0.75740852475113,0,0
0.3668567711583803,0,1
0.7202424019995051,0,0
0.49689122985353273,0,0
0.7009489976026708,0,1
1.0346395027726627,0,1
0.27590346473912375,0,0
0.8544013577973675,0,0
0.18162811820661579,0,0
0.3516747049521941,0,1
0.12414422791729851,0,0
0.7552954834941328,0,0
1.3341898712791433,0,0
0.4187701739821035,0,0
0.9884217836435722,0,0
0.6542397244428844,0,1
0.5579930315659586,0,0
0.5908240604993517,0,0
0.2509031247496263,0,0
0.19047969696496048,0,1
1.0639866740411792,0,0
0.41673923621515846,0,1
0.6282061966182759,0,1
0.4325100462780075,0,0
0.6697554551548357,0,0
0.7408018839717491,0,0
0.22395700030862645,0,0
0.09667934571838796,0,0
0.6296930934314682,0,0
0.32741719417535287,0,0
0.524866518929548,0,0
0.2779485041374301,0,0
0.23373756824500852,0,0
0.3511168362220159,0,0
0.5848673146413713,0,0
0.9732000584439214,0,0
0.8917224739898795,0,0
0.7526023070519406,0,1
0.7272136263460027,0,0
0.3085124476777255,0,0
0.4996058335194375,0,0
0.42982654046593355,0,1
0.566500603187727,0,0
0.9787373816575564,0,1
0.6899025571520963,0,1
0.537327108435762,0,1
0.4659274299341357,0,0
0.5345928537865676,0,0
0.6009331039044821,0,0
0.36388604695397364,0,0
0.29383538358953026,0,0
0.559194316516419,0,1
0.6783651016155113,0,0
