ds,yhat,yhat_lower,yhat_upper
2024-02-29,215.3752059900116,86.10078266880889,354.9588633304814
2024-03-02,252.5495619031331,113.27775961876486,378.0941344043255
2024-03-06,196.2976020648609,71.82568187544787,334.18844541739685
2024-03-10,212.56038701644752,73.63949526706476,346.51042816463166
2024-03-15,277.395270270069,136.73610812960726,415.8708138787028
2024-03-18,182.13150536158568,47.435442438319434,315.73414106992954
2024-03-19,196.61834277341262,62.07285944002965,334.8809677850251
2024-03-24,212.14634029778446,62.48099505659374,342.39483008526213
2024-03-25,181.92448193835185,47.95161795907849,319.1427778871981
2024-03-26,196.41131931767728,56.066737499656305,329.6993066802476
2024-03-31,211.9393166793211,76.13113625820547,342.7575102727165
2024-04-03,195.46950830918314,56.23598685741701,321.1099961002589
2024-04-06,251.5144447290801,120.68211505129015,387.6751394192365
2024-04-07,211.73229302978666,75.16178855678461,348.33443514142505
2024-04-11,214.13306528869714,79.7549838037262,350.53218573782516
2024-04-18,213.92604164818457,81.06036719127717,345.9704539009201
2024-04-23,195.5832247390467,61.8255682643226,335.8037688603227
2024-04-26,276.1531287121972,133.24339300979423,419.3230187585111
2024-04-29,180.88936370367873,51.09285514273054,311.86841405965487
2024-05-01,194.6414137238497,64.10361773797518,330.9190633072796
2024-05-02,213.5119943458487,77.40573581666486,347.0356973699594
2024-05-05,210.90419847054565,72.36355523251562,343.4479504808027
2024-05-06,180.68234008803034,44.68156787325377,315.92264994298694
2024-05-07,195.1691774768372,61.45899425743681,328.12543830619006
2024-05-08,194.43439012892298,60.18545358838966,341.1364598169675
2024-05-18,250.27230282886416,119.81240393202698,384.302244687985
2024-05-28,194.54810639564468,58.30852944299838,330.48082227532393
2024-05-31,275.11801035075894,143.53295991898744,419.2782647316384
2024-06-02,210.0761037228967,78.51627976134444,345.9860325535039
2024-06-05,193.60629530719706,61.0105803854614,322.46562942672625
2024-06-06,212.47687591481923,80.57362240520824,357.49179580046354
2024-06-12,193.39927154982158,58.03792191284629,334.18737449012366
2024-06-22,249.23718416648597,109.41707666512298,384.01631655939224
2024-06-25,193.72001138950264,53.89157005537251,330.8448976113219
2024-06-29,249.0301603668063,124.22961829736268,385.23024751188467
2024-07-03,192.77820021089823,55.75295208361644,325.6564308892734
2024-07-04,211.64878081247014,83.99009989989699,347.0129830741948
2024-07-05,274.082891502302,144.06340088610645,411.44883282890265
2024-07-07,209.04098484707228,83.63871011995967,351.9092208468011
2024-07-08,178.81912643447777,46.40292017616088,314.1746481166454
2024-07-11,211.44175701733616,82.59657196493387,344.09062497297407
2024-07-12,273.8758676985927,134.13358380572683,402.2307846115316
2024-07-14,208.83396102623882,69.53244621244961,351.40096270677446
2024-07-17,192.36415256861633,57.43014898547884,335.05812611318214
2024-07-19,273.66884384360384,136.29406232335094,411.0503757902275
2024-07-22,178.40507876884521,51.183475711987526,312.1265121247321
2024-07-23,192.89191612523882,60.28266428633046,326.70409368545234
2024-07-24,192.1571287449677,61.369858353520016,333.9346227996044
2024-07-28,208.4199133725538,63.44342578900767,342.9245129748418
2024-07-30,192.6848923162531,50.8495518343994,333.45856216372016
2024-08-03,247.99504129147795,115.54129102621654,392.9726697943745
2024-08-08,210.61366173464762,73.44818828146458,341.2499821390496
2024-08-11,208.00586573966677,74.74574026105562,350.0496564220338
2024-08-14,191.536057278299,44.64484235580157,326.606484939193
2024-08-16,272.84074855066046,146.62087159700602,421.4625461782899
2024-08-17,247.5809936069192,115.93645587011879,385.4242315468249
2024-08-18,207.7988418748629,66.26278577282183,341.6957984852104
2024-08-20,192.06382079923154,56.773872193138715,321.5271684700332
2024-08-23,272.63372468061135,137.33945523210107,402.777904480179
2024-08-24,247.37396973575034,112.50059794350658,377.54518598706346
2024-08-25,207.59181800278373,65.49547443983053,336.57585043661334
2024-08-26,177.36995957840767,49.24145636087667,313.44635603799213
2024-08-27,191.85679692528348,62.683387708270345,335.35894737606554
2024-08-28,191.12200953546636,55.8246887226121,321.09801796379986
2024-08-30,272.4267008026528,133.6734328793823,403.7498055869991
2024-09-05,209.7855662433186,70.74279700668774,338.58694133111624
2024-09-06,272.2196769205606,130.3366971991841,406.00210393071126
2024-09-15,206.97074635843506,80.08443629302907,346.66604800493434
2024-09-18,190.50093793938214,51.41157581745033,324.18817130561996
2024-09-19,209.37151854592062,69.3831805876438,344.2987397481126
2024-09-21,246.5458743103094,110.8954175107635,381.07238198588703
2024-09-22,206.7637225934039,74.71574082808401,353.1366529638376
2024-09-23,176.54186418506745,47.8569653964338,316.9167310909897
2024-09-29,206.5566988282384,73.68179732944158,336.2244686828956
2024-10-01,190.82167778296295,53.8473227739807,323.6796768689532
2024-10-03,208.9574710157683,78.54335430048464,345.82729681513143
2024-10-04,271.3915816897396,140.7702774523981,408.9019957592806
2024-10-05,246.13182674000697,109.41075322895921,383.776481808077
2024-10-08,190.61465391784517,60.78425345268653,318.3645552980164
2024-10-09,189.87986652412195,54.11940310311621,319.69604376167024
2024-10-10,208.75044710680973,76.17111202157089,341.4871028169176
2024-10-14,175.92079265029724,42.22212148656284,312.0885927152281
2024-10-18,270.977533844618,142.5173523430571,409.38367251763526
2024-10-19,245.71777889107338,112.6739932280021,372.7588376762418
2024-10-21,175.71376870837386,46.830427409722155,310.02290264584957
2024-10-22,190.20060604263773,57.1321069577019,323.6316425432505
2024-10-25,270.7705098834177,132.87711766657418,394.1135347706951
2024-10-26,245.51075492501366,112.90895683165324,377.8735375040357
2024-10-27,205.7279329423386,70.73098654946357,346.7707548614524
2024-10-29,189.99157136545364,39.69801735849558,326.462091447356
2024-11-04,175.29368864286047,45.13366206653016,304.8766923697074
2024-11-06,189.04439810065594,50.95432207809993,328.20610141938647
2024-11-07,207.91430838013486,71.87047114392266,345.17243524265973
2024-11-16,244.87560743612966,114.99784008104486,387.7339814381928
2024-11-23,244.66389138173452,105.53745102293676,374.104445996811
2024-11-25,174.65854060235625,34.83658048440067,311.9120843969018
2024-11-26,189.1445074051381,57.352189875810424,321.4243904590944
2024-11-29,269.7117996515369,127.56086028235588,400.4078132314371
2024-12-03,188.93138971882726,52.73934932665495,321.8998994990447
2024-12-06,269.4986819652431,136.6171819965033,405.90879982034323
2024-12-08,204.45503417559559,62.263929695039096,343.68005678358816
